53,2012-08-19 02:35:24+00,Starbucks,31437703
54,2012-08-19 02:35:24+00,Oracle,192675
55,2012-08-19 02:45:23+00,Starbucks,31437742
56,2012-08-19 02:45:23+00,Oracle,192676
57,2012-08-19 02:55:24+00,Starbucks,31437775
58,2012-08-19 02:55:25+00,Oracle,192677
59,2012-08-19 03:10:51+00,Starbucks,31437823
60,2012-08-19 03:10:51+00,Oracle,192679
61,2012-08-19 04:10:50+00,Starbucks,31438172
62,2012-08-19 04:10:51+00,Oracle,192684
63,2012-08-19 05:10:53+00,Starbucks,31438559
64,2012-08-19 05:10:53+00,Oracle,192691
65,2012-08-19 06:10:51+00,Starbucks,31438830
66,2012-08-19 06:10:51+00,Oracle,192696
67,2012-08-19 07:10:46+00,Starbucks,31439169
68,2012-08-19 07:10:47+00,Oracle,192699
69,2012-08-19 08:10:51+00,Starbucks,31439436
70,2012-08-19 08:10:51+00,Oracle,192707
71,2012-08-19 09:10:50+00,Starbucks,31439738
72,2012-08-19 09:10:50+00,Oracle,192718
73,2012-08-19 10:10:53+00,Starbucks,31439930
74,2012-08-19 10:10:53+00,Oracle,192727
75,2012-08-19 11:10:51+00,Starbucks,31440137
76,2012-08-19 11:10:52+00,Oracle,192728
77,2012-08-19 12:10:54+00,Starbucks,31440389
78,2012-08-19 12:10:55+00,Oracle,192733
79,2012-08-19 13:10:51+00,Starbucks,31440742
80,2012-08-19 13:10:52+00,Oracle,192743
81,2012-08-19 14:10:57+00,Starbucks,31441129
82,2012-08-19 14:10:58+00,Oracle,192750
83,2012-08-19 15:10:52+00,Starbucks,31441552
84,2012-08-19 15:10:52+00,Oracle,192757
85,2012-08-19 15:16:21+00,Starbucks,31441590
86,2012-08-19 15:16:22+00,Oracle,192758
87,2012-08-19 15:26:24+00,Starbucks,31441668
88,2012-08-19 15:26:24+00,Oracle,192759
89,2012-08-19 15:36:22+00,Starbucks,31441749
90,2012-08-19 15:36:22+00,Oracle,192761
91,2012-08-19 16:01:27+00,Starbucks,31441966
92,2012-08-19 16:01:27+00,Oracle,192766
93,2012-08-19 17:01:30+00,Starbucks,31442375
94,2012-08-19 17:01:30+00,Oracle,192774
95,2012-08-19 18:01:23+00,Starbucks,31442828
96,2012-08-19 18:01:24+00,Oracle,192780
97,2012-08-19 19:01:29+00,Starbucks,31443264
98,2012-08-19 19:01:30+00,Oracle,192786
99,2012-08-19 20:01:25+00,Starbucks,31443830
100,2012-08-19 20:01:25+00,Oracle,192792
101,2012-08-19 21:01:24+00,Starbucks,31444223
102,2012-08-19 21:01:25+00,Oracle,192798
103,2012-08-19 22:01:29+00,Starbucks,31444632
104,2012-08-19 22:01:29+00,Oracle,192802
105,2012-08-19 23:01:23+00,Starbucks,31444954
106,2012-08-19 23:01:23+00,Oracle,192809
107,2012-08-20 00:01:28+00,Starbucks,31445358
108,2012-08-20 00:01:28+00,Oracle,192816
109,2012-08-20 01:01:22+00,Starbucks,31445745
110,2012-08-20 01:01:23+00,Oracle,192820
111,2012-08-20 02:01:22+00,Starbucks,31446155
112,2012-08-20 02:01:22+00,Oracle,192827
113,2012-08-20 03:01:32+00,Starbucks,31446596
114,2012-08-20 03:01:33+00,Oracle,192832
115,2012-08-20 04:01:25+00,Starbucks,31446947
116,2012-08-20 04:01:25+00,Oracle,192837
117,2012-08-20 05:01:24+00,Starbucks,31447321
118,2012-08-20 05:01:24+00,Oracle,192840
119,2012-08-20 06:01:21+00,Starbucks,31447606
120,2012-08-20 06:01:21+00,Oracle,192847
121,2012-08-20 07:01:33+00,Starbucks,31447864
122,2012-08-20 07:01:33+00,Oracle,192853
123,2012-08-20 08:01:22+00,Starbucks,31448099
124,2012-08-20 08:01:22+00,Oracle,192857
125,2012-08-20 09:01:20+00,Starbucks,31448355
126,2012-08-20 09:01:20+00,Oracle,192860
127,2012-08-20 10:01:28+00,Starbucks,31448576
128,2012-08-20 10:01:28+00,Oracle,192875
129,2012-08-20 11:01:19+00,Starbucks,31448780
130,2012-08-20 11:01:19+00,Oracle,192884
131,2012-08-20 12:01:26+00,Starbucks,31449011
132,2012-08-20 12:01:27+00,Oracle,192897
133,2012-08-20 13:01:25+00,Starbucks,31449317
134,2012-08-20 13:01:25+00,Oracle,192908
135,2012-08-20 14:01:21+00,Starbucks,31449847
136,2012-08-20 14:01:21+00,Oracle,192922
137,2012-08-20 15:01:27+00,Starbucks,31450328
138,2012-08-20 15:01:28+00,Oracle,192934
139,2012-08-20 16:01:21+00,Starbucks,31450835
140,2012-08-20 16:01:21+00,Oracle,192951
141,2012-08-20 17:01:27+00,Starbucks,31450954
142,2012-08-20 17:01:27+00,Oracle,192960
143,2012-08-20 18:01:27+00,Starbucks,31451389
144,2012-08-20 18:01:28+00,Oracle,192970
145,2012-08-20 19:01:22+00,Starbucks,31451899
146,2012-08-20 19:01:23+00,Oracle,192985
147,2012-08-20 20:01:24+00,Starbucks,31452428
148,2012-08-20 20:01:24+00,Oracle,192991
149,2012-08-20 21:01:24+00,Starbucks,31452992
150,2012-08-20 21:01:24+00,Oracle,192998
151,2012-08-20 22:01:22+00,Starbucks,31453549
152,2012-08-20 22:01:23+00,Oracle,193003
153,2012-08-20 23:01:20+00,Starbucks,31454046
154,2012-08-20 23:01:20+00,Oracle,193007
155,2012-08-21 00:01:25+00,Starbucks,31454541
156,2012-08-21 00:01:26+00,Oracle,193007
157,2012-08-21 01:01:26+00,Starbucks,31454955
158,2012-08-21 01:01:26+00,Oracle,193011
159,2012-08-21 02:01:23+00,Starbucks,31455426
160,2012-08-21 02:01:24+00,Oracle,193013
161,2012-08-21 03:01:20+00,Starbucks,31455877
162,2012-08-21 03:01:20+00,Oracle,193016
163,2012-08-21 04:01:25+00,Starbucks,31456290
164,2012-08-21 04:01:25+00,Oracle,193018
165,2012-08-21 05:01:20+00,Starbucks,31456651
166,2012-08-21 05:01:21+00,Oracle,193022
167,2012-08-21 06:01:28+00,Starbucks,31456922
168,2012-08-21 06:01:29+00,Oracle,193022
169,2012-08-21 07:01:22+00,Starbucks,31457183
170,2012-08-21 07:01:22+00,Oracle,193028
171,2012-08-21 08:01:23+00,Starbucks,31457474
172,2012-08-21 08:01:24+00,Oracle,193039
173,2012-08-21 09:01:22+00,Starbucks,31457755
174,2012-08-21 09:01:22+00,Oracle,193042
175,2012-08-21 10:01:21+00,Starbucks,31458001
176,2012-08-21 10:01:21+00,Oracle,193056
177,2012-08-21 11:01:23+00,Starbucks,31458279
178,2012-08-21 11:01:24+00,Oracle,193061
179,2012-08-21 12:01:17+00,Starbucks,31458627
180,2012-08-21 12:01:18+00,Oracle,193070
181,2012-08-21 13:01:23+00,Starbucks,31458992
182,2012-08-21 13:01:24+00,Oracle,193074
183,2012-08-21 14:01:27+00,Starbucks,31459443
184,2012-08-21 14:01:27+00,Oracle,193086
185,2012-08-21 15:01:20+00,Starbucks,31459950
186,2012-08-21 15:01:21+00,Oracle,193096
187,2012-08-21 16:01:23+00,Starbucks,31460422
188,2012-08-21 16:01:24+00,Oracle,193118
189,2012-08-21 17:01:23+00,Starbucks,31459439
190,2012-08-21 17:01:24+00,Oracle,193112
191,2012-08-21 18:01:21+00,Starbucks,31459584
192,2012-08-21 18:01:21+00,Oracle,193126
193,2012-08-21 19:01:20+00,Starbucks,31459954
194,2012-08-21 19:01:20+00,Oracle,193135
195,2012-08-21 20:01:19+00,Starbucks,31460408
196,2012-08-21 20:01:19+00,Oracle,193142
197,2012-08-21 21:01:27+00,Starbucks,31460839
198,2012-08-21 21:01:27+00,Oracle,193154
199,2012-08-21 22:01:19+00,Starbucks,31461319
200,2012-08-21 22:01:19+00,Oracle,193163
201,2012-08-21 23:01:23+00,Starbucks,31461807
202,2012-08-21 23:01:23+00,Oracle,193167
203,2012-08-22 00:01:27+00,Starbucks,31462286
204,2012-08-22 00:01:27+00,Oracle,193174
205,2012-08-22 01:01:20+00,Starbucks,31462705
206,2012-08-22 01:01:20+00,Oracle,193184
207,2012-08-22 02:01:19+00,Starbucks,31463210
208,2012-08-22 02:01:20+00,Oracle,193189
209,2012-08-22 03:01:29+00,Starbucks,31463772
210,2012-08-22 03:01:30+00,Oracle,193193
211,2012-08-22 04:01:22+00,Starbucks,31464183
212,2012-08-22 04:01:22+00,Oracle,193202
213,2012-08-22 05:01:22+00,Starbucks,31464501
214,2012-08-22 05:01:22+00,Oracle,193207
215,2012-08-22 06:01:25+00,Starbucks,31464857
216,2012-08-22 06:01:25+00,Oracle,193211
217,2012-08-22 07:01:20+00,Starbucks,31465127
218,2012-08-22 07:01:20+00,Oracle,193220
219,2012-08-22 08:01:22+00,Starbucks,31465425
220,2012-08-22 08:01:22+00,Oracle,193233
221,2012-08-22 09:01:19+00,Starbucks,31465744
222,2012-08-22 09:01:19+00,Oracle,193243
223,2012-08-22 10:01:25+00,Starbucks,31466003
224,2012-08-22 10:01:25+00,Oracle,193246
225,2012-08-22 11:01:25+00,Starbucks,31466245
226,2012-08-22 11:01:25+00,Oracle,193259
227,2012-08-22 12:01:20+00,Starbucks,31466521
228,2012-08-22 12:01:20+00,Oracle,193267
229,2012-08-22 13:01:27+00,Starbucks,31466878
230,2012-08-22 13:01:27+00,Oracle,193274
231,2012-08-22 14:01:24+00,Starbucks,31467337
232,2012-08-22 14:01:24+00,Oracle,193288
233,2012-08-22 15:01:21+00,Starbucks,31467861
234,2012-08-22 15:01:21+00,Oracle,193300
235,2012-08-22 16:01:23+00,Starbucks,31468383
236,2012-08-22 16:01:23+00,Oracle,193307
237,2012-08-22 17:01:18+00,Starbucks,31468885
238,2012-08-22 17:01:19+00,Oracle,193320
239,2012-08-22 18:01:23+00,Starbucks,31469198
240,2012-08-22 18:01:23+00,Oracle,193333
241,2012-08-22 19:01:21+00,Starbucks,31469856
242,2012-08-22 19:01:22+00,Oracle,193339
243,2012-08-22 20:01:21+00,Starbucks,31470746
244,2012-08-22 20:01:21+00,Oracle,193341
245,2012-08-22 21:01:27+00,Starbucks,31471790
246,2012-08-22 21:01:27+00,Oracle,193354
247,2012-08-22 22:01:18+00,Starbucks,31472922
248,2012-08-22 22:01:18+00,Oracle,193357
249,2012-08-22 23:01:24+00,Starbucks,31474476
250,2012-08-22 23:01:25+00,Oracle,193374
251,2012-08-23 00:01:19+00,Starbucks,31476298
252,2012-08-23 00:01:19+00,Oracle,193379
253,2012-08-23 01:01:19+00,Starbucks,31478298
254,2012-08-23 01:01:19+00,Oracle,193386
255,2012-08-23 02:01:26+00,Starbucks,31480729
256,2012-08-23 02:01:26+00,Oracle,193397
257,2012-08-23 03:01:20+00,Starbucks,31483593
258,2012-08-23 03:01:21+00,Oracle,193399
259,2012-08-23 04:01:24+00,Starbucks,31486105
260,2012-08-23 04:01:25+00,Oracle,193408
261,2012-08-23 05:01:25+00,Starbucks,31487583
262,2012-08-23 05:01:25+00,Oracle,193412
263,2012-08-23 06:01:21+00,Starbucks,31488566
264,2012-08-23 06:01:22+00,Oracle,193420
265,2012-08-23 07:01:18+00,Starbucks,31489276
266,2012-08-23 07:01:19+00,Oracle,193420
267,2012-08-23 08:01:19+00,Starbucks,31489872
268,2012-08-23 08:01:19+00,Oracle,193426
269,2012-08-23 09:01:21+00,Starbucks,31490442
270,2012-08-23 09:01:21+00,Oracle,193436
271,2012-08-23 10:01:26+00,Starbucks,31490958
272,2012-08-23 10:01:26+00,Oracle,193445
273,2012-08-23 11:01:21+00,Starbucks,31491729
274,2012-08-23 11:01:21+00,Oracle,193450
275,2012-08-23 12:01:20+00,Starbucks,31492825
276,2012-08-23 12:01:20+00,Oracle,193460
277,2012-08-23 13:02:01+00,Starbucks,31494199
278,2012-08-23 13:02:01+00,Oracle,193470
279,2012-08-23 14:02:21+00,Starbucks,31495728
280,2012-08-23 14:02:21+00,Oracle,193477
281,2012-08-23 15:01:17+00,Starbucks,31497276
282,2012-08-23 15:01:18+00,Oracle,193478
283,2012-08-23 16:01:23+00,Starbucks,31498736
284,2012-08-23 16:01:24+00,Oracle,193493
285,2012-08-23 17:01:27+00,Starbucks,31500164
286,2012-08-23 17:01:27+00,Oracle,193509
287,2012-08-23 18:01:19+00,Starbucks,31501571
288,2012-08-23 18:01:19+00,Oracle,193526
289,2012-08-23 19:01:24+00,Starbucks,31502808
290,2012-08-23 19:01:25+00,Oracle,193531
291,2012-08-23 20:01:23+00,Starbucks,31504276
292,2012-08-23 20:01:23+00,Oracle,193542
293,2012-08-23 21:01:20+00,Starbucks,31505646
294,2012-08-23 21:01:21+00,Oracle,193551
295,2012-08-23 22:01:17+00,Starbucks,31507012
296,2012-08-23 22:01:17+00,Oracle,193558
297,2012-08-23 23:01:20+00,Starbucks,31508146
298,2012-08-23 23:01:21+00,Oracle,193558
299,2012-08-24 00:01:26+00,Starbucks,31509358
300,2012-08-24 00:01:26+00,Oracle,193564
301,2012-08-24 01:01:19+00,Starbucks,31510774
302,2012-08-24 01:01:20+00,Oracle,193568
303,2012-08-24 02:01:19+00,Starbucks,31512237
304,2012-08-24 02:01:20+00,Oracle,193575
305,2012-08-24 03:01:18+00,Starbucks,31513421
306,2012-08-24 03:01:18+00,Oracle,193582
307,2012-08-24 04:01:22+00,Starbucks,31514332
308,2012-08-24 04:01:23+00,Oracle,193585
309,2012-08-24 05:01:22+00,Starbucks,31514806
310,2012-08-24 05:01:22+00,Oracle,193595
311,2012-08-24 06:01:26+00,Starbucks,31515271
312,2012-08-24 06:01:26+00,Oracle,193607
313,2012-08-24 07:01:22+00,Starbucks,31515586
314,2012-08-24 07:01:22+00,Oracle,193616
315,2012-08-24 08:01:24+00,Starbucks,31515874
316,2012-08-24 08:01:24+00,Oracle,193617
317,2012-08-24 09:01:18+00,Starbucks,31516207
318,2012-08-24 09:01:19+00,Oracle,193631
319,2012-08-24 10:01:19+00,Starbucks,31516532
320,2012-08-24 10:01:19+00,Oracle,193636
321,2012-08-24 11:01:22+00,Starbucks,31516837
322,2012-08-24 11:01:23+00,Oracle,193642
323,2012-08-24 12:01:25+00,Starbucks,31517206
324,2012-08-24 12:01:25+00,Oracle,193650
325,2012-08-24 13:01:19+00,Starbucks,31517606
326,2012-08-24 13:01:20+00,Oracle,193668
327,2012-08-24 14:01:18+00,Starbucks,31518158
328,2012-08-24 14:01:19+00,Oracle,193675
329,2012-08-24 15:01:22+00,Starbucks,31518710
330,2012-08-24 15:01:22+00,Oracle,193687
331,2012-08-24 16:01:19+00,Starbucks,31519252
332,2012-08-24 16:01:20+00,Oracle,193694
333,2012-08-24 17:01:21+00,Starbucks,31519703
334,2012-08-24 17:01:22+00,Oracle,193700
335,2012-08-24 19:01:21+00,Starbucks,31520593
336,2012-08-24 19:01:21+00,Oracle,193729
337,2012-08-24 20:01:20+00,Starbucks,31521047
338,2012-08-24 20:01:21+00,Oracle,193741
339,2012-08-24 21:01:24+00,Starbucks,31521552
340,2012-08-24 21:01:24+00,Oracle,193742
341,2012-08-24 22:01:23+00,Starbucks,31522001
342,2012-08-24 22:01:24+00,Oracle,193749
343,2012-08-24 23:01:17+00,Starbucks,31522407
344,2012-08-24 23:01:17+00,Oracle,193752
345,2012-08-25 00:01:23+00,Starbucks,31522881
346,2012-08-25 00:01:24+00,Oracle,193759
347,2012-08-25 01:01:20+00,Starbucks,31523281
348,2012-08-25 01:01:20+00,Oracle,193765
349,2012-08-25 02:01:18+00,Starbucks,31523678
350,2012-08-25 02:01:19+00,Oracle,193771
351,2012-08-25 03:01:21+00,Starbucks,31524155
352,2012-08-25 03:01:21+00,Oracle,193783
353,2012-08-25 04:01:19+00,Starbucks,31524553
354,2012-08-25 04:01:23+00,Oracle,193788
355,2012-08-25 05:01:22+00,Starbucks,31524902
356,2012-08-25 05:01:22+00,Oracle,193802
357,2012-08-25 06:01:19+00,Starbucks,31525198
358,2012-08-25 06:01:19+00,Oracle,193804
359,2012-08-25 07:01:21+00,Starbucks,31525425
360,2012-08-25 07:01:21+00,Oracle,193812
361,2012-08-25 08:01:21+00,Starbucks,31525716
362,2012-08-25 08:01:21+00,Oracle,193818
363,2012-08-25 09:02:09+00,Starbucks,31526037
364,2012-08-25 09:02:09+00,Oracle,193820
365,2012-08-25 10:01:22+00,Starbucks,31526210
366,2012-08-25 10:01:22+00,Oracle,193825
367,2012-08-25 11:01:21+00,Starbucks,31526456
368,2012-08-25 11:01:21+00,Oracle,193836
369,2012-08-25 12:01:17+00,Starbucks,31526709
370,2012-08-25 12:01:18+00,Oracle,193841
371,2012-08-25 13:01:22+00,Starbucks,31527047
372,2012-08-25 13:01:22+00,Oracle,193857
373,2012-08-25 14:01:21+00,Starbucks,31527476
374,2012-08-25 14:01:21+00,Oracle,193867
375,2012-08-25 15:01:23+00,Starbucks,31527939
376,2012-08-25 15:01:23+00,Oracle,193874
377,2012-08-25 16:01:23+00,Starbucks,31528437
378,2012-08-25 16:01:23+00,Oracle,193890
379,2012-08-25 17:01:17+00,Starbucks,31528899
380,2012-08-25 17:01:17+00,Oracle,193898
381,2012-08-25 18:01:23+00,Starbucks,31529416
382,2012-08-25 18:01:23+00,Oracle,193911
383,2012-08-25 19:01:30+00,Starbucks,31529909
384,2012-08-25 19:01:30+00,Oracle,193922
385,2012-08-25 20:01:16+00,Starbucks,31530393
386,2012-08-25 20:01:16+00,Oracle,193934
387,2012-08-25 21:01:22+00,Starbucks,31530742
388,2012-08-25 21:01:22+00,Oracle,193934
389,2012-08-25 22:01:21+00,Starbucks,31531081
390,2012-08-25 22:01:21+00,Oracle,193936
391,2012-08-25 23:01:18+00,Starbucks,31531444
392,2012-08-25 23:01:19+00,Oracle,193942
393,2012-08-26 00:01:20+00,Starbucks,31531828
394,2012-08-26 00:01:21+00,Oracle,193953
395,2012-08-26 01:01:24+00,Starbucks,31532205
396,2012-08-26 01:01:24+00,Oracle,193957
397,2012-08-26 02:01:17+00,Starbucks,31532649
398,2012-08-26 02:01:17+00,Oracle,193961
399,2012-08-26 03:01:21+00,Starbucks,31533078
400,2012-08-26 03:01:21+00,Oracle,193962
401,2012-08-26 04:01:26+00,Starbucks,31533520
402,2012-08-26 04:01:27+00,Oracle,193970
403,2012-08-26 05:01:22+00,Starbucks,31533900
404,2012-08-26 05:01:23+00,Oracle,193975
405,2012-08-26 06:01:17+00,Starbucks,31534215
406,2012-08-26 06:01:17+00,Oracle,193986
407,2012-08-26 07:01:33+00,Starbucks,31534475
408,2012-08-26 07:01:33+00,Oracle,193991
409,2012-08-26 08:01:20+00,Starbucks,31534740
410,2012-08-26 08:01:20+00,Oracle,193999
411,2012-08-26 09:01:22+00,Starbucks,31535023
412,2012-08-26 09:01:23+00,Oracle,194006
413,2012-08-26 10:01:22+00,Starbucks,31535246
414,2012-08-26 10:01:22+00,Oracle,194014
415,2012-08-26 11:01:24+00,Starbucks,31535507
416,2012-08-26 11:01:24+00,Oracle,194020
417,2012-08-26 12:01:21+00,Starbucks,31535797
418,2012-08-26 12:01:22+00,Oracle,194026
419,2012-08-26 13:01:26+00,Starbucks,31536114
420,2012-08-26 13:01:26+00,Oracle,194030
421,2012-08-26 14:01:28+00,Starbucks,31536463
422,2012-08-26 14:01:28+00,Oracle,194039
423,2012-08-26 15:01:24+00,Starbucks,31536858
424,2012-08-26 15:01:24+00,Oracle,194049
425,2012-08-26 16:01:21+00,Starbucks,31537380
426,2012-08-26 16:01:21+00,Oracle,194063
427,2012-08-26 17:01:26+00,Starbucks,31537833
428,2012-08-26 17:01:26+00,Oracle,194075
429,2012-08-26 18:01:16+00,Starbucks,31538275
430,2012-08-26 18:01:17+00,Oracle,194088
431,2012-08-26 19:01:24+00,Starbucks,31538854
432,2012-08-26 19:01:24+00,Oracle,194095
433,2012-08-26 20:01:20+00,Starbucks,31539418
434,2012-08-26 20:01:20+00,Oracle,194101
435,2012-08-26 21:01:18+00,Starbucks,31539903
436,2012-08-26 21:01:19+00,Oracle,194107
437,2012-08-26 22:01:22+00,Starbucks,31540329
438,2012-08-26 22:01:23+00,Oracle,194112
439,2012-08-26 23:01:22+00,Starbucks,31540734
440,2012-08-26 23:01:23+00,Oracle,194117
441,2012-08-27 00:01:24+00,Starbucks,31541185
442,2012-08-27 00:01:24+00,Oracle,194119
443,2012-08-27 01:01:19+00,Starbucks,31541635
444,2012-08-27 01:01:19+00,Oracle,194122
445,2012-08-27 02:01:22+00,Starbucks,31542099
446,2012-08-27 02:01:22+00,Oracle,194129
447,2012-08-27 03:01:19+00,Starbucks,31542583
448,2012-08-27 03:01:19+00,Oracle,194140
449,2012-08-27 04:01:29+00,Starbucks,31542908
450,2012-08-27 04:01:29+00,Oracle,194148
451,2012-08-27 05:01:27+00,Starbucks,31543255
452,2012-08-27 05:01:27+00,Oracle,194155
453,2012-08-27 06:01:21+00,Starbucks,31543562
454,2012-08-27 06:01:22+00,Oracle,194156
455,2012-08-27 07:01:22+00,Starbucks,31543775
456,2012-08-27 07:01:22+00,Oracle,194165
457,2012-08-27 08:01:20+00,Starbucks,31544023
458,2012-08-27 08:01:21+00,Oracle,194169
459,2012-08-27 09:01:25+00,Starbucks,31544258
460,2012-08-27 09:01:25+00,Oracle,194173
461,2012-08-27 10:01:22+00,Starbucks,31544468
462,2012-08-27 10:01:23+00,Oracle,194176
463,2012-08-27 11:01:19+00,Starbucks,31544692
464,2012-08-27 11:01:20+00,Oracle,194184
465,2012-08-27 12:01:22+00,Starbucks,31544985
466,2012-08-27 12:01:22+00,Oracle,194196
467,2012-08-27 13:01:24+00,Starbucks,31545368
468,2012-08-27 13:01:24+00,Oracle,194203
469,2012-08-27 14:01:18+00,Starbucks,31545761
470,2012-08-27 14:01:18+00,Oracle,194215
471,2012-08-27 15:01:26+00,Starbucks,31546209
472,2012-08-27 15:01:26+00,Oracle,194228
473,2012-08-27 16:01:21+00,Starbucks,31546685
474,2012-08-27 16:01:22+00,Oracle,194244
475,2012-08-27 17:01:19+00,Starbucks,31547062
476,2012-08-27 17:01:19+00,Oracle,194255
477,2012-08-27 18:01:24+00,Starbucks,31547517
478,2012-08-27 18:01:45+00,Oracle,194266
479,2012-08-27 19:01:36+00,Starbucks,31547979
480,2012-08-27 19:01:36+00,Oracle,194275
481,2012-08-27 20:01:24+00,Starbucks,31548498
482,2012-08-27 20:01:24+00,Oracle,194287
483,2012-08-27 21:01:24+00,Starbucks,31549032
484,2012-08-27 21:01:24+00,Oracle,194292
485,2012-08-27 22:01:18+00,Starbucks,31549437
486,2012-08-27 22:01:19+00,Oracle,194299
487,2012-08-27 23:01:21+00,Starbucks,31549838
488,2012-08-27 23:01:21+00,Oracle,194303
489,2012-08-28 00:01:22+00,Starbucks,31550270
490,2012-08-28 00:01:22+00,Oracle,194300
491,2012-08-28 01:01:23+00,Starbucks,31550684
492,2012-08-28 01:01:24+00,Oracle,194303
493,2012-08-28 02:01:23+00,Starbucks,31551085
494,2012-08-28 02:01:23+00,Oracle,194314
495,2012-08-28 03:01:23+00,Starbucks,31551492
496,2012-08-28 03:01:23+00,Oracle,194322
497,2012-08-28 04:01:23+00,Starbucks,31551870
498,2012-08-28 04:01:24+00,Oracle,194327
499,2012-08-28 05:01:26+00,Starbucks,31552180
500,2012-08-28 05:01:27+00,Oracle,194336
501,2012-08-28 06:01:21+00,Starbucks,31552436
502,2012-08-28 06:01:21+00,Oracle,194345
503,2012-08-28 07:01:22+00,Starbucks,31552662
504,2012-08-28 07:01:22+00,Oracle,194357
505,2012-08-28 08:01:18+00,Starbucks,31552911
506,2012-08-28 08:01:19+00,Oracle,194369
507,2012-08-28 09:01:16+00,Starbucks,31553164
508,2012-08-28 09:01:16+00,Oracle,194386
509,2012-08-28 10:01:22+00,Starbucks,31553425
510,2012-08-28 10:01:22+00,Oracle,194397
511,2012-08-28 11:01:19+00,Starbucks,31553674
512,2012-08-28 11:01:20+00,Oracle,194410
513,2012-08-28 12:01:22+00,Starbucks,31553883
514,2012-08-28 12:01:22+00,Oracle,194420
515,2012-08-28 13:01:21+00,Starbucks,31554205
516,2012-08-28 13:01:22+00,Oracle,194427
517,2012-08-28 14:01:24+00,Starbucks,31554628
518,2012-08-28 14:01:25+00,Oracle,194442
519,2012-08-28 15:01:19+00,Starbucks,31555074
520,2012-08-28 15:01:20+00,Oracle,194457
521,2012-08-28 16:01:22+00,Starbucks,31555519
522,2012-08-28 16:01:22+00,Oracle,194475
523,2012-08-28 17:01:26+00,Starbucks,31555964
524,2012-08-28 17:01:26+00,Oracle,194488
525,2012-08-28 18:01:24+00,Starbucks,31556214
526,2012-08-28 18:01:25+00,Oracle,194499
527,2012-08-28 19:01:22+00,Starbucks,31556624
528,2012-08-28 19:01:22+00,Oracle,194514
529,2012-08-28 20:01:21+00,Starbucks,31557073
530,2012-08-28 20:01:21+00,Oracle,194530
531,2012-08-28 21:01:24+00,Starbucks,31557487
532,2012-08-28 21:01:25+00,Oracle,194539
533,2012-08-28 22:01:24+00,Starbucks,31557945
534,2012-08-28 22:01:24+00,Oracle,194543
535,2012-08-28 23:01:23+00,Starbucks,31558387
536,2012-08-28 23:01:24+00,Oracle,194546
537,2012-08-29 00:01:21+00,Starbucks,31558801
538,2012-08-29 00:01:22+00,Oracle,194551
